date,brand,campaign_name,channel,impressions,clicks,ctr,spend_usd,conversions,conversion_rate,revenue_usd,roas,cpa_usd,cpc_usd,cpm_usd
2026-02-16,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),27982,602,0.021524,13513.78,20,0.03419,2263.81,0.1675,675.69,22.45,482.95
2026-02-16,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,179335,1801,0.010048,8260.85,30,0.016729,2635.9,0.3191,275.36,4.59,46.06
2026-02-16,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,131478,592,0.00451,4852.83,6,0.010296,541.51,0.1116,808.8,8.2,36.91
2026-02-16,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,205221,4764,0.023218,7687.18,81,0.017191,5447.49,0.7086,94.9,1.61,37.46
2026-02-16,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,9715,497,0.051243,12561.44,39,0.079916,5954.69,0.474,322.09,25.27,1292.99
2026-02-16,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),87326,1923,0.022023,13470.6,71,0.036935,6539.21,0.4854,189.73,7.0,154.26
2026-02-16,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,71099,684,0.009628,6886.46,13,0.019019,931.79,0.1353,529.73,10.07,96.86
2026-02-16,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,364315,1836,0.00504,4796.61,20,0.010918,1759.37,0.3668,239.83,2.61,13.17
2026-02-16,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,125649,2653,0.021121,5584.62,60,0.022693,5594.7,1.0018,93.08,2.11,44.45
2026-02-16,TechNova,TechNova — Google Search Q1,Google Search,31253,815,0.026083,9951.88,33,0.041555,3619.63,0.3637,301.57,12.21,318.43
2026-02-16,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),55757,658,0.011806,8219.14,12,0.018482,1057.08,0.1286,684.93,12.49,147.41
2026-02-16,TechNova,TechNova — YouTube Video Q1,YouTube Video,25145,152,0.006048,4051.11,1,0.010703,104.79,0.0259,4051.11,26.65,161.11
2026-02-16,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,116029,334,0.002885,2945.77,2,0.006275,142.08,0.0482,1472.88,8.82,25.39
2026-02-16,TechNova,TechNova — TikTok Q1,TikTok,37278,503,0.0135,4138.88,5,0.011399,442.56,0.1069,827.78,8.23,111.03
2026-02-17,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,16001,869,0.054365,13031.54,55,0.064253,6837.79,0.5247,236.94,15.0,814.42
2026-02-17,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),70073,1219,0.01741,16640.97,40,0.033015,3869.31,0.2325,416.02,13.65,237.48
2026-02-17,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,179909,1418,0.007882,7642.67,24,0.016986,2127.46,0.2784,318.44,5.39,42.48
2026-02-17,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,365737,1507,0.004122,4466.12,16,0.011016,1031.38,0.2309,279.13,2.96,12.21
2026-02-17,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,116985,3120,0.026676,7409.06,53,0.017256,4251.75,0.5739,139.79,2.37,63.33
2026-02-17,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,41599,2115,0.050862,12696.81,159,0.07547,23432.95,1.8456,79.85,6.0,305.22
2026-02-17,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),119279,2400,0.020128,14254.21,87,0.036553,10926.96,0.7666,163.84,5.94,119.5
2026-02-17,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,89089,715,0.008036,7179.79,11,0.016531,1066.99,0.1486,652.71,10.04,80.59
2026-02-17,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,295676,1440,0.004871,4276.16,15,0.010596,1327.97,0.3106,285.08,2.97,14.46
2026-02-17,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,123724,2967,0.023988,6248.84,63,0.021468,4442.53,0.7109,99.19,2.11,50.51
2026-02-17,TechNova,TechNova — Google Search Q1,Google Search,34362,1003,0.029191,8862.03,47,0.047661,6433.52,0.726,188.55,8.84,257.9
2026-02-17,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),144110,1713,0.011887,9719.65,37,0.0219,3687.54,0.3794,262.69,5.67,67.45
2026-02-17,TechNova,TechNova — YouTube Video Q1,YouTube Video,26469,155,0.005871,5111.44,1,0.009762,80.62,0.0158,5111.44,32.98,193.11
2026-02-17,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,95061,299,0.003155,2975.74,2,0.006725,181.23,0.0609,1487.87,9.95,31.3
2026-02-17,TechNova,TechNova — TikTok Q1,TikTok,129323,1825,0.014117,5562.27,22,0.012449,2041.53,0.367,252.83,3.05,43.01
2026-02-18,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,9877,500,0.050703,14403.26,39,0.079467,5798.54,0.4026,369.31,28.81,1458.26
2026-02-18,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),230850,4217,0.018269,13538.05,128,0.030426,15487.38,1.144,105.77,3.21,58.64
2026-02-18,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,66490,501,0.007535,6936.76,9,0.018466,891.02,0.1284,770.75,13.85,104.33
2026-02-18,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,429430,1704,0.003969,5190.99,18,0.01094,1312.84,0.2529,288.39,3.05,12.09
2026-02-18,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,172956,4747,0.027449,6586.0,81,0.01719,6168.87,0.9367,81.31,1.39,38.08
2026-02-18,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,17411,974,0.055963,11729.09,69,0.071321,9049.47,0.7715,169.99,12.04,673.66
2026-02-18,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),70081,1392,0.019865,13862.22,45,0.032538,4919.72,0.3549,308.05,9.96,197.8
2026-02-18,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,173043,1486,0.008591,7392.0,27,0.018251,2077.79,0.2811,273.78,4.97,42.72
2026-02-18,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,157318,663,0.004219,3682.02,7,0.011114,567.85,0.1542,526.0,5.55,23.4
2026-02-18,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,180315,4396,0.024382,7220.45,75,0.017251,5072.42,0.7025,96.27,1.64,40.04
2026-02-18,TechNova,TechNova — Google Search Q1,Google Search,19168,736,0.038449,10661.15,33,0.045277,3553.54,0.3333,323.07,14.49,556.2
2026-02-18,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),67076,809,0.012073,10339.47,20,0.024833,1777.91,0.172,516.97,12.78,154.15
2026-02-18,TechNova,TechNova — YouTube Video Q1,YouTube Video,49166,275,0.005596,5420.6,3,0.011213,297.95,0.055,1806.87,19.71,110.25
2026-02-18,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,300777,828,0.002753,3386.7,6,0.00839,416.34,0.1229,564.45,4.09,11.26
2026-02-18,TechNova,TechNova — TikTok Q1,TikTok,138364,2664,0.019258,5529.39,35,0.013487,2403.48,0.4347,157.98,2.08,39.96
2026-02-19,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,46856,2358,0.050326,12836.2,184,0.078116,21907.45,1.7067,69.76,5.44,273.95
2026-02-19,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),31559,717,0.022748,14302.88,25,0.034981,3093.38,0.2163,572.12,19.95,453.21
2026-02-19,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,140071,1310,0.009356,6972.37,20,0.01574,2023.5,0.2902,348.62,5.32,49.78
2026-02-19,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,497535,2367,0.004759,5670.74,24,0.01036,1702.08,0.3002,236.28,2.4,11.4
2026-02-19,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,25398,660,0.026005,8542.56,14,0.021218,1222.82,0.1431,610.18,12.94,336.35
2026-02-19,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,21130,1004,0.047557,14747.56,63,0.063043,8200.42,0.5561,234.09,14.69,697.94
2026-02-19,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),128937,2835,0.021988,11935.47,106,0.037654,9773.58,0.8189,112.6,4.21,92.57
2026-02-19,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,206969,1596,0.007713,6182.7,23,0.014615,1767.09,0.2858,268.81,3.87,29.87
2026-02-19,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,130674,661,0.005064,4408.13,7,0.010924,544.29,0.1235,629.73,6.67,33.73
2026-02-19,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,168591,4317,0.025609,5939.98,92,0.021488,8437.6,1.4205,64.56,1.38,35.23
2026-02-19,TechNova,TechNova — Google Search Q1,Google Search,38045,1561,0.041034,11512.88,90,0.058291,9858.04,0.8563,127.92,7.38,302.61
2026-02-19,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),66178,1040,0.015722,9585.71,25,0.024312,2533.59,0.2643,383.43,9.22,144.85
2026-02-19,TechNova,TechNova — YouTube Video Q1,YouTube Video,149995,1121,0.007478,6273.99,13,0.011791,1242.75,0.1981,482.61,5.6,41.83
2026-02-19,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,113043,340,0.003015,3493.09,2,0.007931,151.06,0.0432,1746.55,10.27,30.9
2026-02-19,TechNova,TechNova — TikTok Q1,TikTok,44601,874,0.019608,6183.48,13,0.015128,990.55,0.1602,475.65,7.07,138.64
2026-02-20,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,20575,1059,0.051499,14967.69,75,0.070868,8667.35,0.5791,199.57,14.13,727.47
2026-02-20,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),192521,4320,0.02244,13274.62,137,0.031809,15826.65,1.1922,96.9,3.07,68.95
2026-02-20,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,208006,2029,0.009756,7856.99,34,0.017019,3215.66,0.4093,231.09,3.87,37.77
2026-02-20,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,255601,1078,0.004218,5597.58,10,0.009491,880.36,0.1573,559.76,5.19,21.9
2026-02-20,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,54780,1371,0.025036,8177.21,27,0.019806,1908.98,0.2335,302.86,5.96,149.27
2026-02-20,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,16308,710,0.043557,14710.76,52,0.074361,7604.32,0.5169,282.9,20.72,902.06
2026-02-20,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),227411,4597,0.020216,11053.71,135,0.029399,12397.3,1.1216,81.88,2.4,48.61
2026-02-20,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,73758,742,0.010069,6559.66,13,0.018281,1380.62,0.2105,504.59,8.84,88.93
2026-02-20,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,541024,2357,0.004358,3976.72,25,0.010615,1596.51,0.4015,159.07,1.69,7.35
2026-02-20,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,237781,5745,0.024163,5566.05,105,0.01838,9159.18,1.6455,53.01,0.97,23.41
2026-02-20,TechNova,TechNova — Google Search Q1,Google Search,27580,1057,0.038354,11110.29,67,0.063457,10090.61,0.9082,165.83,10.51,402.84
2026-02-20,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),105210,1615,0.015358,11918.46,47,0.029145,4625.33,0.3881,253.58,7.38,113.28
2026-02-20,TechNova,TechNova — YouTube Video Q1,YouTube Video,23217,163,0.007048,5476.31,2,0.013277,202.25,0.0369,2738.16,33.6,235.88
2026-02-20,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,197062,766,0.003889,3665.49,7,0.009763,519.9,0.1418,523.64,4.79,18.6
2026-02-20,TechNova,TechNova — TikTok Q1,TikTok,93367,2065,0.022118,5926.42,29,0.014185,2839.14,0.4791,204.36,2.87,63.47
2026-02-21,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,5901,293,0.04979,12392.07,20,0.070444,2312.55,0.1866,619.6,42.29,2099.99
2026-02-21,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),266285,5442,0.020437,12851.82,193,0.035592,16908.6,1.3157,66.59,2.36,48.26
2026-02-21,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,29288,269,0.009219,5986.29,5,0.018918,474.69,0.0793,1197.26,22.25,204.39
2026-02-21,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,191192,865,0.004526,3572.43,9,0.010822,795.92,0.2228,396.94,4.13,18.69
2026-02-21,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,174511,4116,0.02359,6717.33,76,0.01859,5351.67,0.7967,88.39,1.63,38.49
2026-02-21,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,21520,1136,0.052803,10064.08,86,0.075887,9524.77,0.9464,117.02,8.86,467.66
2026-02-21,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),64671,1163,0.017997,10191.49,42,0.036722,3632.39,0.3564,242.65,8.76,157.59
2026-02-21,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,38273,380,0.009932,5133.5,6,0.017005,477.53,0.093,855.58,13.51,134.13
2026-02-21,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,345869,1753,0.005071,3509.93,17,0.010211,1531.27,0.4363,206.47,2.0,10.15
2026-02-21,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,252306,6438,0.025518,5946.53,134,0.020844,10768.11,1.8108,44.38,0.92,23.57
2026-02-21,TechNova,TechNova — Google Search Q1,Google Search,22414,1006,0.044903,11224.52,60,0.06026,8768.29,0.7812,187.08,11.16,500.78
2026-02-21,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),47298,887,0.018757,11450.13,25,0.028766,3012.15,0.2631,458.01,12.91,242.08
2026-02-21,TechNova,TechNova — YouTube Video Q1,YouTube Video,63592,542,0.008523,5109.69,7,0.01315,710.12,0.139,729.96,9.43,80.35
2026-02-21,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,218139,779,0.003572,3461.47,7,0.009682,507.97,0.1467,494.5,4.44,15.87
2026-02-21,TechNova,TechNova — TikTok Q1,TikTok,74557,1323,0.017757,4496.1,25,0.019501,2479.23,0.5514,179.84,3.4,60.3
2026-02-22,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,18130,957,0.052838,12654.09,75,0.079247,11847.95,0.9363,168.72,13.22,697.96
2026-02-22,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),211029,3944,0.018692,11488.21,151,0.038434,12982.16,1.13,76.08,2.91,54.44
2026-02-22,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,119309,1126,0.009439,6105.28,16,0.014845,1680.34,0.2752,381.58,5.42,51.17
2026-02-22,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,291196,1192,0.004096,3570.01,12,0.010523,955.59,0.2677,297.5,2.99,12.26
2026-02-22,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,57194,1266,0.022145,5774.27,24,0.01961,2217.23,0.384,240.59,4.56,100.96
2026-02-22,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,7747,376,0.048647,11362.83,24,0.063889,2594.58,0.2283,473.45,30.22,1466.74
2026-02-22,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),166378,3006,0.018071,10643.39,92,0.03083,7901.61,0.7424,115.69,3.54,63.97
2026-02-22,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,172114,1369,0.007958,5585.46,21,0.015403,2152.82,0.3854,265.97,4.08,32.45
2026-02-22,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,210596,813,0.003865,3816.54,7,0.009625,563.45,0.1476,545.22,4.69,18.12
2026-02-22,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,24709,622,0.025184,4912.38,10,0.017156,933.93,0.1901,491.24,7.9,198.81
2026-02-22,TechNova,TechNova — Google Search Q1,Google Search,5405,250,0.046432,10039.52,15,0.06333,2391.34,0.2382,669.3,40.16,1857.45
2026-02-22,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),77031,1481,0.01923,10799.79,41,0.028088,5053.55,0.4679,263.41,7.29,140.2
2026-02-22,TechNova,TechNova — YouTube Video Q1,YouTube Video,90846,632,0.006957,5128.94,9,0.014743,911.04,0.1776,569.88,8.12,56.46
2026-02-22,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,119788,442,0.00369,3878.59,4,0.011009,366.56,0.0945,969.65,8.78,32.38
2026-02-22,TechNova,TechNova — TikTok Q1,TikTok,115878,2437,0.021035,4682.31,48,0.020105,3350.87,0.7156,97.55,1.92,40.41
2026-02-23,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,43489,1895,0.043581,13700.07,137,0.072579,17971.98,1.3118,100.0,7.23,315.02
2026-02-23,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),146020,2967,0.020325,14254.81,89,0.030162,9734.49,0.6829,160.17,4.8,97.62
2026-02-23,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,172823,1386,0.008023,8187.22,20,0.01502,1624.52,0.1984,409.36,5.91,47.37
2026-02-23,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,261651,1234,0.004718,4791.61,11,0.009703,701.32,0.1464,435.6,3.88,18.31
2026-02-23,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,240837,5384,0.022356,7256.8,113,0.020999,8573.23,1.1814,64.22,1.35,30.13
2026-02-23,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,50702,2398,0.047297,14346.33,160,0.066849,20724.43,1.4446,89.66,5.98,282.95
2026-02-23,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),233072,5154,0.022114,11856.34,182,0.035316,21859.63,1.8437,65.14,2.3,50.87
2026-02-23,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,44428,426,0.009592,6229.91,6,0.016084,573.97,0.0921,1038.32,14.62,140.22
2026-02-23,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,96861,497,0.005138,3990.83,4,0.010037,374.57,0.0939,997.71,8.03,41.2
2026-02-23,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,271123,6994,0.025798,7349.04,144,0.020614,13856.22,1.8854,51.03,1.05,27.11
2026-02-23,TechNova,TechNova — Google Search Q1,Google Search,29147,1520,0.052163,14052.48,107,0.070804,13952.47,0.9929,131.33,9.25,482.12
2026-02-23,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),199183,4434,0.022262,14236.28,135,0.030567,16846.55,1.1834,105.45,3.21,71.47
2026-02-23,TechNova,TechNova — YouTube Video Q1,YouTube Video,186242,1695,0.009104,7925.45,30,0.018194,2166.08,0.2733,264.18,4.68,42.55
2026-02-23,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,76168,380,0.005,5477.57,4,0.012843,287.54,0.0525,1369.39,14.41,71.91
2026-02-23,TechNova,TechNova — TikTok Q1,TikTok,262207,5977,0.022796,6848.22,133,0.022353,9389.64,1.3711,51.49,1.15,26.12
2026-02-24,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,55015,2920,0.053092,13316.8,234,0.080473,29274.89,2.1983,56.91,4.56,242.06
2026-02-24,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),209005,4349,0.020809,15794.18,154,0.035483,16899.84,1.07,102.56,3.63,75.57
2026-02-24,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,70000,678,0.009694,7340.39,10,0.015439,966.1,0.1316,734.04,10.83,104.86
2026-02-24,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,371613,1790,0.004818,4600.0,18,0.010267,1164.2,0.2531,255.56,2.57,12.38
2026-02-24,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,212696,5797,0.027256,6669.69,101,0.017429,9289.79,1.3928,66.04,1.15,31.36
2026-02-24,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,29753,1694,0.056953,12245.09,117,0.069213,15525.44,1.2679,104.66,7.23,411.56
2026-02-24,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),48047,899,0.018722,10981.35,25,0.028875,2803.15,0.2553,439.25,12.22,228.55
2026-02-24,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,127999,1036,0.008095,6286.63,16,0.01579,1529.38,0.2433,392.91,6.07,49.11
2026-02-24,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,81508,408,0.005011,4883.96,4,0.011472,322.01,0.0659,1220.99,11.97,59.92
2026-02-24,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,44215,956,0.021634,6429.11,19,0.020795,1496.27,0.2327,338.37,6.73,145.41
2026-02-24,TechNova,TechNova — Google Search Q1,Google Search,26123,1177,0.045061,16877.71,91,0.077583,11232.96,0.6656,185.47,14.34,646.09
2026-02-24,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),241530,5460,0.022608,15114.62,199,0.036589,22694.57,1.5015,75.95,2.77,62.58
2026-02-24,TechNova,TechNova — YouTube Video Q1,YouTube Video,212748,1791,0.008421,7904.17,25,0.014303,2038.12,0.2579,316.17,4.41,37.15
2026-02-24,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,390033,1819,0.004665,4576.84,20,0.011528,1266.11,0.2766,228.84,2.52,11.73
2026-02-24,TechNova,TechNova — TikTok Q1,TikTok,124008,3210,0.025891,8014.75,65,0.020527,5122.68,0.6392,123.3,2.5,64.63
2026-02-25,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,10391,577,0.05559,13355.59,47,0.082201,6716.77,0.5029,284.16,23.15,1285.3
2026-02-25,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),148952,3219,0.021614,13215.45,117,0.036538,10581.57,0.8007,112.95,4.11,88.72
2026-02-25,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,163265,1404,0.008602,6375.07,21,0.015613,1519.85,0.2384,303.57,4.54,39.05
2026-02-25,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,486536,2486,0.005111,5060.45,28,0.011458,2214.99,0.4377,180.73,2.04,10.4
2026-02-25,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,195150,4650,0.023829,6566.38,97,0.020875,7810.33,1.1894,67.69,1.41,33.65
2026-02-25,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,10419,497,0.047754,11855.44,31,0.064196,3639.58,0.307,382.43,23.85,1137.87
2026-02-25,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),162189,3311,0.020418,14736.87,124,0.037486,15859.69,1.0762,118.85,4.45,90.86
2026-02-25,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,184685,1573,0.008522,6588.09,24,0.015872,2073.34,0.3147,274.5,4.19,35.67
2026-02-25,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,401108,1702,0.004245,4507.51,17,0.01,1407.89,0.3123,265.15,2.65,11.24
2026-02-25,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,204469,5347,0.026153,5711.77,114,0.021442,10580.76,1.8524,50.1,1.07,27.93
2026-02-25,TechNova,TechNova — Google Search Q1,Google Search,30896,1670,0.054054,16677.87,126,0.075645,14859.32,0.891,132.36,9.99,539.81
2026-02-25,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),111990,2226,0.019879,12865.6,77,0.034892,9369.64,0.7283,167.09,5.78,114.88
2026-02-25,TechNova,TechNova — YouTube Video Q1,YouTube Video,38038,389,0.010239,6816.55,5,0.014872,445.57,0.0654,1363.31,17.52,179.2
2026-02-25,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,329908,1298,0.003936,5128.35,12,0.009743,794.88,0.155,427.36,3.95,15.54
2026-02-25,TechNova,TechNova — TikTok Q1,TikTok,193726,4406,0.022745,7692.57,92,0.021061,8745.38,1.1369,83.61,1.75,39.71
2026-02-26,Apex Athletics,Apex Athletics — Google Search Q1,Google Search,30865,1652,0.05354,12937.11,111,0.067742,13843.14,1.07,116.55,7.83,419.15
2026-02-26,Apex Athletics,Apex Athletics — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),305578,6768,0.022149,15511.37,234,0.034618,27332.23,1.7621,66.29,2.29,50.76
2026-02-26,Apex Athletics,Apex Athletics — YouTube Video Q1,YouTube Video,148367,1322,0.008915,7195.85,20,0.015317,1946.71,0.2705,359.79,5.44,48.5
2026-02-26,Apex Athletics,Apex Athletics — Programmatic Display Q1,Programmatic Display,237980,1203,0.005059,5084.7,11,0.00964,803.02,0.1579,462.25,4.23,21.37
2026-02-26,Apex Athletics,Apex Athletics — TikTok Q1,TikTok,264153,6939,0.02627,6502.98,133,0.01924,12019.38,1.8483,48.89,0.94,24.62
2026-02-26,Luminara Beauty,Luminara Beauty — Google Search Q1,Google Search,43943,2195,0.049967,12455.76,156,0.071254,24740.68,1.9863,79.84,5.67,283.45
2026-02-26,Luminara Beauty,Luminara Beauty — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),60486,1256,0.020779,11896.25,48,0.038531,4882.98,0.4105,247.84,9.47,196.68
2026-02-26,Luminara Beauty,Luminara Beauty — YouTube Video Q1,YouTube Video,83839,756,0.009023,5583.93,11,0.015175,1053.4,0.1886,507.63,7.39,66.6
2026-02-26,Luminara Beauty,Luminara Beauty — Programmatic Display Q1,Programmatic Display,285156,1228,0.004307,4925.68,13,0.010923,866.8,0.176,378.9,4.01,17.27
2026-02-26,Luminara Beauty,Luminara Beauty — TikTok Q1,TikTok,153284,3668,0.023931,7167.74,77,0.021236,6350.99,0.8861,93.09,1.95,46.76
2026-02-26,TechNova,TechNova — Google Search Q1,Google Search,8742,484,0.055431,15667.05,40,0.082851,5725.62,0.3655,391.68,32.37,1792.16
2026-02-26,TechNova,TechNova — Meta (Facebook/Instagram) Q1,Meta (Facebook/Instagram),70253,1414,0.020128,17045.55,49,0.034807,5412.14,0.3175,347.87,12.05,242.63
2026-02-26,TechNova,TechNova — YouTube Video Q1,YouTube Video,83578,668,0.007998,7278.29,10,0.016339,779.14,0.107,727.83,10.9,87.08
2026-02-26,TechNova,TechNova — Programmatic Display Q1,Programmatic Display,162091,633,0.003907,5351.55,7,0.011435,572.68,0.107,764.51,8.45,33.02
2026-02-26,TechNova,TechNova — TikTok Q1,TikTok,204402,4828,0.02362,8336.8,106,0.022107,9094.66,1.0909,78.65,1.73,40.79
